date,t1,t2,t1_rating,t2_rating,rating_difference,t1_rating_change,t2_rating_change,t1_win
2017-08-15 21:00:00+02:00,Nodachi,Spartak Esports,990.0,999.0,-9.0,-5,5,0
2017-08-16 17:00:00+02:00,Vexed Academy,Outlaws,1000.0,1015.0,-15.0,-12,7,0
2017-08-21 09:15:00+02:00,B.O.O.T,Eastern Mysterious Power,915.0,1001.0,-86.0,-2,4,0
2017-08-26 15:00:00+02:00,Eastern Mysterious Power,B.O.O.T,1005.0,905.0,100.0,-13,8,0
2017-09-02 10:00:00+02:00,Guerilla Tactics,Tempo Storm SE,1000.0,1000.0,0.0,0,0,1
2017-09-02 14:30:00+02:00,Roughtimes,undefined,1000.0,967.0,33.0,0,0,0
2017-09-08 12:00:00+02:00,Riot Female,Dynasty Gaming Female,993.0,1026.0,-33.0,-5,5,0
2017-09-09 00:00:00+02:00,BBSP,TEAMPLAY,1000.0,1000.0,0.0,-5,5,0
2017-09-13 19:30:00+02:00,KORABA POTUNA,VeritasAequitas,995.0,1000.0,-5.0,-5,5,0
2017-09-15 14:00:00+02:00,WG,Aerowolf,991.0,1000.0,-9.0,-5,5,0
2017-09-17 15:45:00+02:00,KORABA POTUNA,Team BX3,992.0,923.0,69.0,2,-2,1
2017-09-18 10:30:00+02:00,FiVe eSports Club,Acme Exclamation,897.0,995.0,-98.0,4,-6,1
2017-09-18 14:00:00+02:00,OTFS,UYA,1000.0,1000.0,0.0,5,-5,1
2017-09-19 10:00:00+02:00,Eastern Mysterious Power,UYA,988.0,995.0,-7.0,5,-5,1
2017-09-22 00:00:00+02:00,FiVe eSports Club,Aerowolf,895.0,1005.0,-110.0,-2,3,0
2017-09-22 00:00:00+02:00,OTFS,Number,995.0,1000.0,-5.0,5,-5,1
2017-09-23 00:00:00+02:00,FiVe eSports Club,Mociustempler,893.0,1000.0,-107.0,4,-6,1
2017-09-25 08:00:00+02:00,OTFS,FiVe eSports Club,1000.0,897.0,103.0,-6,4,0
2017-09-27 19:30:00+02:00,Team RVN,Aimers Alive,998.0,1000.0,-2.0,-15,15,0
2017-09-28 16:00:00+02:00,ArchNemesis,Next Generation,1000.0,994.0,6.0,-15,15,0
2017-09-29 14:30:00+02:00,Shooting Monkeys,Eternal,1000.0,1000.0,0.0,10,-10,1
2017-09-29 20:00:00+02:00,Team Spotnet,Next Generation,1007.0,1009.0,-2.0,-15,15,0
2017-09-29 21:30:00+02:00,Crystal Bears CS:GO,Rize Gaming,990.0,928.0,62.0,-12,12,0
2017-09-30 08:30:00+02:00,Mociustempler,LGD Gaming,990.0,976.0,14.0,-5,3,0
2017-09-30 11:30:00+02:00,Mociustempler,WG,985.0,964.0,21.0,-5,5,0
2017-09-30 19:15:00+02:00,Aimers Alive,Next Generation,1029.0,1024.0,5.0,-15,15,0
2017-10-01 13:00:00+02:00,FiVe eSports Club,WG,899.0,969.0,-70.0,-2,4,0
2017-10-03 13:00:00+02:00,Aerowolf,Mociustempler,1008.0,980.0,28.0,-5,5,0
2017-10-04 19:15:00+02:00,Ripple,Zonic,1000.0,997.0,3.0,12,-12,1
2017-10-06 00:00:00+02:00,ROG-WARRIORS,Slovakia.CS,1000.0,1000.0,0.0,-13,13,0
2017-10-06 04:15:00+02:00,Ambition Gamers,Nitrious,990.0,978.0,12.0,-10,10,0
2017-10-07 00:00:00+02:00,BootKamp,Merciless,1001.0,1004.0,-3.0,8,-8,1
2017-10-07 11:00:00+02:00,Limitless.gg,Viboras,976.0,977.0,-1.0,20,-20,1
2017-10-07 19:00:00+02:00,Method,Prophecy,893.0,996.0,-103.0,17,-29,1
2017-10-08 08:30:00+02:00,Aerowolf,LGD Gaming,1003.0,979.0,24.0,5,-3,1
2017-10-10 13:30:00+02:00,Aerowolf,UYA,1008.0,985.0,23.0,-8,8,0
2017-10-12 06:30:00+02:00,Excellence of Execution,Shooting Monkeys,1000.0,1009.0,-9.0,5,-5,1
2017-10-12 13:00:00+02:00,YUK,Violight Esport,989.0,986.0,3.0,-5,5,0
2017-10-13 05:30:00+02:00,Muffin Lightning,Anti Eco Club,946.0,959.0,-13.0,10,-10,1
2017-10-15 11:00:00+02:00,KhARUM,Khunnu,1000.0,1000.0,0.0,-3,3,0
2017-10-16 00:00:00+02:00,FC Lahti Menace,rat-gang,981.0,1000.0,-19.0,0,0,0
2017-10-16 19:00:00+02:00,Method,OPAA Gaming,901.0,953.0,-52.0,-4,6,0
2017-10-16 20:00:00+02:00,Eraiize Gaming,1orgless,1000.0,1000.0,0.0,-3,3,0
2017-10-17 15:00:00+02:00,Rough.Shark,Eclipse.ZB,1000.0,1000.0,0.0,0,0,0
2017-10-17 16:00:00+02:00,Prophecy,ex-Outlaws,945.0,1036.0,-91.0,-6,6,0
2017-10-17 17:45:00+02:00,Forcebuy,Adaptation,992.0,963.0,29.0,2,-2,1
2017-10-17 18:45:00+02:00,Vulture,Adaptation,997.0,961.0,36.0,-3,3,0
2017-10-17 20:15:00+02:00,Forcebuy,Adaptation,992.0,964.0,28.0,2,-2,1
2017-10-18 05:30:00+02:00,Muffin Lightning,Gorilla Core,956.0,949.0,7.0,10,-10,1
2017-10-18 17:00:00+02:00,ex-Outlaws,OPAA Gaming,1049.0,968.0,81.0,8,-8,1
2017-10-18 17:30:00+02:00,Main Street,Roughtimes,1000.0,1000.0,0.0,3,-3,1
2017-10-18 18:00:00+02:00,VITALIS,CHAOS,1044.0,990.0,54.0,0,0,1
2017-10-18 19:30:00+02:00,Roughtimes,Main Street,997.0,1000.0,-3.0,-2,2,0
2017-10-18 23:00:00+02:00,proWince,Binary Dragons,996.0,1012.0,-16.0,-12,7,0
2017-10-19 04:00:00+02:00,Ambition Gamers,Adaptation,980.0,962.0,18.0,-11,11,0
2017-10-19 11:00:00+02:00,KhARUM,Kings Gaming Club,997.0,1030.0,-33.0,-23,23,0
2017-10-21 21:00:00+02:00,exceL eSports,Team Infused,918.0,913.0,5.0,22,-13,1
2017-10-22 20:00:00+02:00,INRI eSports,1orgless,1000.0,1003.0,-3.0,-2,2,0
2017-10-23 04:00:00+02:00,Morior Invictus Esport,Ambition Gamers,988.0,969.0,19.0,9,-9,1
2017-10-23 14:00:00+02:00,LGD Gaming,Eclipse.ZB,966.0,1000.0,-34.0,0,0,1
2017-10-24 04:00:00+02:00,Ambition Gamers,Good People,960.0,961.0,-1.0,-10,10,0
2017-10-24 04:15:00+02:00,Counter Logic Gaming Academy,Anti Eco Club,938.0,949.0,-11.0,10,-10,1
2017-10-25 02:30:00+02:00,ex-Denial,Beacon eSports,1000.0,997.0,3.0,-10,10,0
2017-10-25 03:30:00+02:00,ex-Nitrious,Counter Logic Gaming Academy,991.0,948.0,43.0,9,-9,1
2017-10-25 04:00:00+02:00,Muffin Lightning,Naventic,957.0,971.0,-14.0,10,-10,1
2017-10-25 19:00:00+02:00,CHAOS,VITALIS,990.0,1035.0,-45.0,-9,5,0
2017-10-25 19:00:00+02:00,FSNUS,hASSeLsNOk,1000.0,1000.0,0.0,5,-5,1
2017-10-25 20:00:00+02:00,Acapella,FSNUS,1005.0,1005.0,0.0,-5,5,0
2017-10-26 08:00:00+02:00,One Time Wonder,Ardeont Academy,1000.0,1000.0,0.0,-3,3,0
2017-10-27 04:00:00+02:00,Counter Logic Gaming Academy,Adaptation,939.0,985.0,-46.0,11,-11,1
2017-10-27 04:30:00+02:00,Naventic,Ambition Gamers,961.0,950.0,11.0,10,-10,1
2017-10-28 17:00:00+02:00,Team Infused,Method,900.0,916.0,-16.0,-13,13,0
2017-10-28 20:30:00+02:00,Prophecy,exceL eSports,930.0,940.0,-10.0,23,-23,1
2017-10-31 03:00:00+01:00,Muffin Lightning,Good People,967.0,971.0,-4.0,10,-10,1
2017-10-31 11:00:00+01:00,SIN Gaming,Noxide,955.0,976.0,-21.0,11,-11,1
2017-11-01 03:15:00+01:00,Morior Invictus Esport,Adaptation,976.0,974.0,2.0,10,-10,1
2017-11-01 03:30:00+01:00,Counter Logic Gaming Academy,Naventic,950.0,971.0,-21.0,-9,9,0
2017-11-01 11:00:00+01:00,Masterminds,Noxide,923.0,965.0,-42.0,11,-11,1
2017-11-01 21:15:00+01:00,Resistance,Ripple,998.0,971.0,27.0,12,-12,1
2017-11-01 22:15:00+01:00,Crowns,Not Academy,1017.0,1036.0,-19.0,-9,9,0
2017-11-02 02:00:00+01:00,Muffin Lightning,Morior Invictus Esport,977.0,986.0,-9.0,-10,10,0
2017-11-02 04:30:00+01:00,Mostly Harmless,Gorilla Core,922.0,915.0,7.0,-10,10,0
2017-11-02 19:00:00+01:00,Zonic,proWince,973.0,971.0,2.0,12,-12,1
2017-11-04 07:15:00+01:00,Shooting Monkeys,SemperX,1004.0,990.0,14.0,-5,5,0
2017-11-04 08:00:00+01:00,Eternal,God Particles,991.0,1000.0,-9.0,5,-5,1
2017-11-04 08:30:00+01:00,Team MXB,Slaughter Rage Army,1000.0,1000.0,0.0,5,-5,1
2017-11-04 12:00:00+01:00,Eternal,Team MXB,996.0,1005.0,-9.0,5,-5,1
2017-11-04 13:45:00+01:00,Team Elements,Shooting Monkeys,995.0,999.0,-4.0,-5,5,0
2017-11-04 14:30:00+01:00,God Particles,Slaughter Rage Army,995.0,995.0,0.0,-5,5,0
2017-11-04 16:00:00+01:00,Team MXB,Shooting Monkeys,1000.0,1004.0,-4.0,5,-5,1
2017-11-04 19:15:00+01:00,SemperX,Team MXB,990.0,1005.0,-15.0,5,-5,1
2017-11-05 00:30:00+01:00,SemperX,Slaughter Rage Army,995.0,1000.0,-5.0,5,-5,1
2017-11-05 09:00:00+01:00,SemperX,Brutality,1000.0,977.0,23.0,-5,5,0
2017-11-05 10:00:00+01:00,Noxide,Kings,954.0,1081.0,-127.0,-6,6,0
2017-11-05 13:15:00+01:00,DarkPassage,Sons of Snakes,1006.0,1000.0,6.0,-5,5,0
2017-11-05 17:00:00+01:00,Eternal,Brutality,1006.0,982.0,24.0,5,-5,1
2017-11-05 20:00:00+01:00,Playing-Ducks,1orgless,909.0,1005.0,-96.0,-1,2,0
2017-11-06 02:00:00+01:00,Tempo Storm SE,Samurai,981.0,1000.0,-19.0,11,-11,1
2017-11-06 04:00:00+01:00,Good People,Adaptation,961.0,946.0,15.0,-10,10,0
2017-11-06 06:15:00+01:00,Gale Force Esports,Tempo Storm SE,1027.0,992.0,35.0,9,-9,1
2017-11-06 23:00:00+01:00,Merciless,Black Dragons e-Sports,981.0,1005.0,-24.0,-5,5,0
2017-11-07 00:15:00+01:00,Good People,Beacon eSports,951.0,1019.0,-68.0,-8,8,0
2017-11-07 03:00:00+01:00,Naventic,Gorilla Core,982.0,925.0,57.0,-12,12,0
2017-11-07 20:00:00+01:00,hASSeLsNOk,Acapella,1005.0,1010.0,-5.0,-5,5,0
2017-11-08 04:00:00+01:00,Naventic,Gorilla Core,970.0,937.0,33.0,-11,11,0
2017-11-08 04:15:00+01:00,ex-Denial,Gale Force Esports,984.0,1045.0,-61.0,-8,8,0
2017-11-08 04:30:00+01:00,Good People,Mostly Harmless,927.0,905.0,22.0,-11,11,0
2017-11-08 05:15:00+01:00,Naventic,Mostly Harmless,959.0,916.0,43.0,9,-9,1
2017-11-08 09:00:00+01:00,Masterminds,Kings,937.0,1093.0,-156.0,-6,3,0
2017-11-08 18:00:00+01:00,EraseME Gaming,Playing-Ducks,997.0,908.0,89.0,-3,2,0
2017-11-09 04:00:00+01:00,Mostly Harmless,Adaptation,899.0,946.0,-47.0,-9,9,0
2017-11-09 04:30:00+01:00,Gorilla Core,ex-Morior Invictus,948.0,1010.0,-62.0,12,-12,1
2017-11-09 08:00:00+01:00,TPCU,AKARA,1000.0,992.0,8.0,7,-7,1
2017-11-09 08:00:00+01:00,FiRENATiON,WMGC,1000.0,1000.0,0.0,8,-8,1
2017-11-09 09:00:00+01:00,Noxide,Riotous Raccoons,931.0,935.0,-4.0,-10,10,0
2017-11-09 18:15:00+01:00,PURSI$EURA,Next Generation,1010.0,1045.0,-35.0,11,-11,1
2017-11-10 03:00:00+01:00,Acapella,Kingpins,1015.0,1000.0,15.0,-5,5,0
2017-11-10 03:00:00+01:00,Ghost Academy,Gorilla Core,1046.0,960.0,86.0,-12,12,0
2017-11-10 04:00:00+01:00,ex-Denial,Naventic,965.0,960.0,5.0,-10,10,0
2017-11-10 23:00:00+01:00,Factory Assault Team,Merciless,990.0,976.0,14.0,5,-5,1
2017-11-11 00:00:00+01:00,Factory Assault Team,Black Dragons e-Sports,995.0,1010.0,-15.0,-5,5,0
2017-11-11 03:00:00+01:00,Beacon eSports,ex-Morior Invictus,1016.0,998.0,18.0,9,-9,1
2017-11-11 10:00:00+01:00,Ground Zero,Riotous Raccoons,1000.0,945.0,55.0,4,-4,1
2017-11-11 11:00:00+01:00,Team BX3,Fact Revolution,896.0,1000.0,-104.0,4,-6,1
2017-11-11 16:00:00+01:00,maskinisterna,skrr pop pop boom,1000.0,1000.0,0.0,5,-5,1
2017-11-11 16:30:00+01:00,Kingpins,Team BX3,1005.0,900.0,105.0,-6,4,0
2017-11-11 19:45:00+01:00,Prophecy,Team Infused,934.0,881.0,53.0,-26,16,0
2017-11-11 19:45:00+01:00,katjakaj&bentebent,deaThRow,1005.0,1005.0,0.0,5,-5,1
2017-11-12 04:00:00+01:00,Rampage,fRactals,1000.0,1000.0,0.0,5,-5,1
2017-11-12 07:45:00+01:00,Rekt Esports,Imperium Pro Team,1000.0,1000.0,0.0,5,-5,1
2017-11-12 10:30:00+01:00,fRactals,Imperium Pro Team,995.0,995.0,0.0,5,-5,1
2017-11-12 12:30:00+01:00,Rampage,Rekt Esports,1005.0,1005.0,0.0,5,-5,1
2017-11-12 14:15:00+01:00,Les porcs en Vacances,Oserv Esport,1000.0,1000.0,0.0,-3,3,0
2017-11-12 18:00:00+01:00,INRI eSports,EraseME Gaming,995.0,994.0,1.0,-3,3,0
2017-11-12 18:00:00+01:00,1orgless,PkD Academy,1007.0,988.0,19.0,2,-2,1
2017-11-13 00:00:00+01:00,Samurai,GlockWork,989.0,991.0,-2.0,10,-10,1
2017-11-13 00:00:00+01:00,Thunder Awaken,MadKings,1000.0,1000.0,0.0,0,0,1
2017-11-13 03:15:00+01:00,ex-Denial,Gorilla Core,966.0,963.0,3.0,10,-10,1
2017-11-13 21:30:00+01:00,Orion,Roughtimes,984.0,985.0,-1.0,10,-10,1
2017-11-14 03:00:00+01:00,Naventic,SetToDestroyX,970.0,990.0,-20.0,11,-11,1
2017-11-14 03:00:00+01:00,Good People,porkSports,907.0,991.0,-84.0,12,-12,1
2017-11-14 08:00:00+01:00,Luccini Gaming,Thunder Awaken,1000.0,1000.0,0.0,0,0,0
2017-11-14 21:00:00+01:00,Dream,exceL eSports,988.0,891.0,97.0,-6,6,0
2017-11-15 01:30:00+01:00,Ghost Academy,FRENCH CANADIANS,1044.0,1044.0,0.0,15,-15,1
2017-11-15 02:00:00+01:00,Elite Wolves,Thunder Awaken,962.0,1000.0,-38.0,0,0,1
2017-11-15 05:00:00+01:00,In a Hurry,Hadouken,1000.0,1000.0,0.0,0,0,0
2017-11-15 20:00:00+01:00,PkD Academy,INRI eSports,988.0,992.0,-4.0,3,-3,1
2017-11-16 00:30:00+01:00,Telecon.Jundiai,BootKamp,1000.0,1011.0,-11.0,3,-3,1
2017-11-16 00:30:00+01:00,Team O2,ex-Kitsune eSports,1000.0,1000.0,0.0,3,-3,1
2017-11-16 10:30:00+01:00,Masterminds,Ground Zero,931.0,1004.0,-73.0,6,-6,1
2017-11-16 20:15:00+01:00,Nice,Orion,999.0,994.0,5.0,-10,10,0
2017-11-17 00:30:00+01:00,Dai Dai Gaming,Telecon.Jundiai,1003.0,1003.0,0.0,-3,3,0
2017-11-17 02:00:00+01:00,Good People,Tempo Storm SE,919.0,983.0,-64.0,12,-12,1
2017-11-17 03:00:00+01:00,Team Hyper,Gorilla Core,992.0,953.0,39.0,9,-9,1
2017-11-17 03:00:00+01:00,FRENCH CANADIANS,Naventic,1029.0,981.0,48.0,9,-9,1
2017-11-17 19:15:00+01:00,Stormborns,Luccini Gaming,995.0,1000.0,-5.0,5,-5,1
2017-11-18 01:00:00+01:00,Set the Rules,rEAK,1000.0,970.0,30.0,0,0,0
2017-11-18 17:15:00+01:00,Team Infused,Reason Gaming.dk,897.0,1086.0,-189.0,-7,11,0
2017-11-18 18:00:00+01:00,Speed,MadKings,1000.0,1000.0,0.0,-5,5,0
2017-11-18 19:45:00+01:00,Method,exceL eSports,910.0,897.0,13.0,13,-22,1
2017-11-18 21:00:00+01:00,MadKings,Hafnet e-Sports,1005.0,1001.0,4.0,-5,5,0
2017-11-18 22:15:00+01:00,Elite Wolves,Speed,958.0,995.0,-37.0,6,-6,1
2017-11-19 01:30:00+01:00,Elite Wolves,MadKings,964.0,1000.0,-36.0,6,-6,1
2017-11-19 20:00:00+01:00,PkD Academy,EraseME Gaming,991.0,997.0,-6.0,3,-3,1
2017-11-21 03:00:00+01:00,Team Hyper,Good People,1001.0,931.0,70.0,-12,12,0
2017-11-21 03:00:00+01:00,Samurai,FRENCH CANADIANS,999.0,1038.0,-39.0,-9,9,0
2017-11-21 17:30:00+01:00,BBSP,Main Street,990.0,997.0,-7.0,-2,2,0
2017-11-21 17:30:00+01:00,Adaptation.dk,Vulture,1000.0,994.0,6.0,2,-2,1
2017-11-21 19:00:00+01:00,Team Spirit Academy,Insaneby,990.0,1005.0,-15.0,3,-5,1
2017-11-22 00:30:00+01:00,SuperNova,ex-Kitsune eSports,910.0,997.0,-87.0,-2,2,0
2017-11-22 00:30:00+01:00,BootKamp,Dai Dai Gaming,1010.0,1000.0,10.0,-3,3,0
2017-11-22 17:30:00+01:00,Adaptation.dk,Main Street,1002.0,999.0,3.0,2,-2,1
2017-11-22 18:00:00+01:00,Gatekeepers,Team BX3,1001.0,899.0,102.0,-12,12,0
2017-11-22 21:00:00+01:00,Sublife,Adaptation.dk,1005.0,1004.0,1.0,2,-2,1
2017-11-23 00:30:00+01:00,Ivyaert E-sports,Dynasty,1000.0,984.0,16.0,2,-2,1
2017-11-23 00:30:00+01:00,Team O2,ex-Kitsune eSports,1001.0,999.0,2.0,-3,3,0
2017-11-23 01:00:00+01:00,Hafnet e-Sports,Oversport gaming,1005.0,1000.0,5.0,0,0,1
2017-11-23 10:00:00+01:00,Romania Female,Dynasty Gaming Female,1000.0,1024.0,-24.0,-7,7,0
2017-11-23 13:00:00+01:00,Norway Female,Chocolates & Beers,1000.0,1000.0,0.0,-8,8,0
2017-11-24 01:00:00+01:00,Telecon.Jundiai,ex-Kitsune eSports,1006.0,1002.0,4.0,5,-5,1
2017-11-24 10:00:00+01:00,Chocolates & Beers,Dynasty Gaming Female,1008.0,1031.0,-23.0,-7,7,0
2017-11-24 13:00:00+01:00,Norway Female,Romania Female,992.0,993.0,-1.0,-7,7,0
2017-11-24 16:00:00+01:00,LEGO,Russian Forces,1008.0,1008.0,0.0,-8,8,0
2017-11-24 19:00:00+01:00,ParadokS,Best Boniatos Ever,992.0,992.0,0.0,8,-8,1
2017-11-25 10:00:00+01:00,Romania Female,Chocolates & Beers,1000.0,1001.0,-1.0,8,-8,1
2017-11-25 13:00:00+01:00,Limitless Addict,Belgium,1031.0,1014.0,17.0,-26,26,0
2017-11-25 14:00:00+01:00,LEGO,ParadokS,1000.0,1000.0,0.0,8,-8,1
2017-11-25 16:15:00+01:00,Ukraine,Wololos,1076.0,1030.0,46.0,22,-22,1
2017-11-25 16:15:00+01:00,Romania Female,Russian Forces,1008.0,1016.0,-8.0,-10,10,0
2017-11-25 20:45:00+01:00,Dynasty Gaming Female,LEGO,1038.0,1008.0,30.0,9,-9,1
2017-11-26 04:00:00+01:00,Fallout,gundeK,1000.0,1000.0,0.0,-3,3,0
2017-11-26 10:00:00+01:00,LEGO,Romania Female,999.0,998.0,1.0,10,-10,1
2017-11-26 13:00:00+01:00,Russian Forces,Dynasty Gaming Female,1026.0,1047.0,-21.0,11,-11,1
2017-11-26 15:30:00+01:00,Virtual Genesis,gundeK,992.0,1000.0,-8.0,3,-3,1
2017-11-26 18:00:00+01:00,1orgless,EraseME Gaming,1005.0,994.0,11.0,2,-2,1
2017-11-27 13:00:00+01:00,Team HEXGEARS,MAX,1000.0,985.0,15.0,-8,8,0
2017-11-28 09:00:00+01:00,Riotous Esports,Masterminds,1000.0,937.0,63.0,0,0,0
2017-11-28 16:00:00+01:00,Team Spirit Academy,BYNIE,994.0,1000.0,-6.0,-1,2,0
2017-11-28 20:45:00+01:00,Seed,Team Spirit Academy,1057.0,983.0,74.0,7,-7,1
2017-12-01 00:00:00+01:00,Sons of Tzu Gaming,Dai Dai Gaming,1000.0,998.0,2.0,7,-7,1
2017-12-01 03:00:00+01:00,SoaR Gaming,Good People,1088.0,943.0,145.0,6,-6,1
2017-12-01 13:30:00+01:00,Power Danger,1NE,1000.0,1000.0,0.0,-5,5,0
2017-12-02 02:00:00+01:00,Unemployed for Christmas,GX,1000.0,1022.0,-22.0,21,-13,1
2017-12-02 03:00:00+01:00,Karnal,Anthrax,1000.0,1000.0,0.0,-5,5,0
2017-12-02 03:00:00+01:00,JYP Gaming,Metamorphic,972.0,1000.0,-28.0,-5,5,0
2017-12-02 03:00:00+01:00,Orange Esports,Virtual Genesis,970.0,992.0,-22.0,5,-5,1
2017-12-02 04:15:00+01:00,Metamorphic,Fallout,1005.0,992.0,13.0,-5,5,0
2017-12-02 04:15:00+01:00,Virtual Genesis,Karnal,987.0,995.0,-8.0,-5,5,0
2017-12-02 04:15:00+01:00,Anthrax,Orange Esports,1005.0,975.0,30.0,-5,5,0
2017-12-02 06:00:00+01:00,Anthrax,Virtual Genesis,1000.0,982.0,18.0,-5,5,0
2017-12-02 06:00:00+01:00,Orange Esports,Karnal,980.0,1000.0,-20.0,-5,5,0
2017-12-02 06:00:00+01:00,Fallout,JYP Gaming,997.0,962.0,35.0,-6,6,0
2017-12-02 10:30:00+01:00,Karnal,JYP Gaming,1005.0,968.0,37.0,7,-7,1
2017-12-02 11:30:00+01:00,JYP Gaming,Orange Esports,961.0,968.0,-7.0,-7,7,0
2017-12-02 16:45:00+01:00,Chosen5,Team RVN,1000.0,983.0,17.0,2,-2,1
2017-12-02 21:15:00+01:00,OFFSET.Green,Team Africa,1000.0,1000.0,0.0,-3,3,0
2017-12-02 21:15:00+01:00,Chosen5,Iraq,1002.0,1003.0,-1.0,3,-3,1
2017-12-03 03:00:00+01:00,Hafnet e-Sports,Oversport gaming,997.0,1000.0,-3.0,3,-3,1
2017-12-03 16:00:00+01:00,SinnerS,Pixel,1000.0,957.0,43.0,0,0,0
2017-12-03 20:30:00+01:00,RedBloods eSports,MERILETFOU White,1000.0,1000.0,0.0,-3,3,0
2017-12-04 21:00:00+01:00,KLIM eSports,Platinium eSport,1000.0,1000.0,0.0,3,-3,1
2017-12-04 22:00:00+01:00,DogDown,CATEGORY 5,1000.0,1000.0,0.0,3,-3,1
2017-12-05 03:00:00+01:00,Gale Force Esports,SoaR Gaming,1013.0,1096.0,-83.0,7,-7,1
2017-12-06 21:00:00+01:00,fenglee,MERILETFOU White,1003.0,1003.0,0.0,3,-3,1
2017-12-06 23:00:00+01:00,KLIM eSports,DogDown,1003.0,1003.0,0.0,-3,3,0
2017-12-07 04:00:00+01:00,Third Times A Charm,Team RivaL,1000.0,1000.0,0.0,15,-15,1
2017-12-07 20:00:00+01:00,Orion,MARVO,1007.0,993.0,14.0,5,-5,1
2017-12-07 20:00:00+01:00,Nuclear Storm Gaming,Tricked Academy,1000.0,997.0,3.0,-5,5,0
2017-12-08 07:00:00+01:00,Parallax,Grey,1000.0,1000.0,0.0,3,-3,1
2017-12-08 09:00:00+01:00,Harlem Spartans,Kings Gaming Club,1000.0,1066.0,-66.0,0,0,0
2017-12-08 09:00:00+01:00,Parallax,UNLEASHED,1003.0,996.0,7.0,2,-2,1
2017-12-08 12:15:00+01:00,Paradox Supremacy,MastermindsGC,1000.0,1000.0,0.0,5,-5,1
2017-12-08 12:30:00+01:00,pork,Kings Gaming Club,1000.0,1066.0,-66.0,0,0,0
2017-12-09 02:30:00+01:00,Oracle Empyre,MastermindsGC,995.0,995.0,0.0,-5,5,0
2017-12-09 05:00:00+01:00,Paradox Supremacy,MastermindsGC,1000.0,1000.0,0.0,-5,5,0
2017-12-09 05:00:00+01:00,Dedset,SSU eSports,1000.0,1000.0,0.0,-5,5,0
2017-12-10 03:00:00+01:00,Masterminds,SSU eSports,937.0,1010.0,-73.0,-6,6,0
2017-12-10 20:00:00+01:00,MKERS,WaterDogs,995.0,995.0,0.0,5,-5,1
2017-12-10 22:00:00+01:00,Blackwoodproductions,Nemesis,1000.0,1000.0,0.0,0,0,1
2017-12-13 01:00:00+01:00,Ready4war E-Sports,Dai Dai Gaming,1000.0,991.0,9.0,5,-5,1
2017-12-13 01:00:00+01:00,Ivyaert E-sports,Factory Assault Team,1002.0,987.0,15.0,-5,5,0
2017-12-13 02:00:00+01:00,Telecon.Jundiai,Infinity Gaming,1007.0,992.0,15.0,-5,5,0
2017-12-13 07:00:00+01:00,Team Phoenix India,Vac Banned,1000.0,1000.0,0.0,5,-5,1
2017-12-13 10:00:00+01:00,Vac Banned,WAR.in,995.0,995.0,0.0,-5,5,0
2017-12-13 12:00:00+01:00,WAR.in,Team Phoenix India,1000.0,1000.0,0.0,-5,5,0
2017-12-13 12:30:00+01:00,Just Gaming,Team xD,1000.0,1000.0,0.0,5,-5,1
2017-12-13 15:30:00+01:00,JMD Gaming,IndiaNGamers,1000.0,1000.0,0.0,5,-5,1
2017-12-13 18:30:00+01:00,IndiaNGamers,SemperX,995.0,990.0,5.0,-5,5,0
2017-12-13 20:00:00+01:00,JMD Gaming,SemperX,1000.0,995.0,5.0,5,-5,1
2017-12-14 00:30:00+01:00,Ivyaert E-sports,Dai Dai Gaming,1002.0,986.0,16.0,-5,5,0
2017-12-14 00:30:00+01:00,Ready4war E-Sports,Factory Assault Team,1005.0,992.0,13.0,5,-5,1
2017-12-14 01:00:00+01:00,Infinity.ar,Hafnet e-Sports,1000.0,1002.0,-2.0,-5,5,0
2017-12-14 01:30:00+01:00,Telecon.Jundiai,Brasil Gaming House,1002.0,991.0,11.0,-5,5,0
2017-12-14 20:30:00+01:00,Majestic Lions,Orion,1004.0,1017.0,-13.0,5,-5,1
2017-12-15 00:00:00+01:00,DogDown,fenglee,1006.0,1006.0,0.0,3,-3,1
2017-12-15 01:00:00+01:00,Dai Dai Gaming,Factory Assault Team,991.0,987.0,4.0,-5,5,0
2017-12-15 01:00:00+01:00,EN9MY,BRK e-Sports,1003.0,1001.0,2.0,5,-5,1
2017-12-15 01:30:00+01:00,Brasil Gaming House,Infinity Gaming,996.0,992.0,4.0,5,-5,1
2017-12-16 00:00:00+01:00,GX,ex-Naventic,1009.0,1000.0,9.0,3,-5,1
2017-12-16 01:00:00+01:00,ASNINJAS,Malafama,1000.0,1000.0,0.0,5,-5,1
2017-12-16 01:00:00+01:00,IRONMEN,Imperium,1000.0,1000.0,0.0,5,-5,1
2017-12-16 02:00:00+01:00,Hafnet e-Sports,Ivyaert E-sports,1007.0,997.0,10.0,5,-5,1
2017-12-16 02:45:00+01:00,Tempo Storm SE,ex-Naventic,967.0,995.0,-28.0,-5,5,0
2017-12-16 04:00:00+01:00,GX,ex-Naventic,1009.0,1000.0,9.0,-3,5,0
2017-12-16 04:45:00+01:00,Malafama,Imperium,995.0,995.0,0.0,5,-5,1
2017-12-16 10:30:00+01:00,Aftermath,Sanctuary,1000.0,1000.0,0.0,-3,3,0
2017-12-16 11:45:00+01:00,Sanctuary,DKISS,1003.0,1000.0,3.0,-3,3,0
2017-12-16 14:15:00+01:00,Aftermath,DKISS,997.0,1003.0,-6.0,-2,2,0
